id,student_id,reward_type_id,month_number,month,year,issued_at,performance_percentage
1785,255,7,7,April,2025,4/30/2025,79%
1786,256,1,1,September,2025,9/30/2024,85%
1787,256,3,2,October,2025,10/30/2024,92%
1788,256,8,3,November,2025,11/30/2024,79%
1789,256,3,4,January,2025,1/30/2025,85%
1790,256,6,5,February,2025,2/28/2025,78%
1791,256,5,6,March,2025,3/30/2025,85%
1792,256,2,7,April,2025,4/30/2025,90%
1793,257,1,1,September,2025,9/30/2024,85%
1794,257,3,2,October,2025,10/30/2024,79%
1795,257,3,3,November,2025,11/30/2024,84%
1796,257,1,4,January,2025,1/30/2025,84%
1797,257,5,5,February,2025,2/28/2025,92%
1798,257,4,6,March,2025,3/30/2025,79%
1799,257,9,7,April,2025,4/30/2025,87%
1800,258,1,1,September,2025,9/30/2024,87%
1801,258,3,2,October,2025,10/30/2024,85%
1802,258,2,3,November,2025,11/30/2024,83%
1803,258,9,4,January,2025,1/30/2025,75%
1804,258,4,5,February,2025,2/28/2025,75%
1805,258,3,6,March,2025,3/30/2025,88%
1806,258,6,7,April,2025,4/30/2025,92%
1807,259,4,1,September,2025,9/30/2024,75%
1808,259,6,2,October,2025,10/30/2024,93%
1809,259,6,3,November,2025,11/30/2024,80%
1810,259,5,4,January,2025,1/30/2025,90%
1811,259,9,5,February,2025,2/28/2025,84%
1812,259,1,6,March,2025,3/30/2025,93%
1813,259,7,7,April,2025,4/30/2025,77%
1814,260,9,1,September,2025,9/30/2024,94%
1815,260,3,2,October,2025,10/30/2024,75%
1816,260,2,3,November,2025,11/30/2024,94%
1817,260,4,4,January,2025,1/30/2025,78%
1818,260,3,5,February,2025,2/28/2025,95%
1819,260,9,6,March,2025,3/30/2025,87%
1820,260,4,7,April,2025,4/30/2025,87%
1821,261,6,1,September,2025,9/30/2024,87%
1822,261,2,2,October,2025,10/30/2024,83%
1823,261,6,3,November,2025,11/30/2024,84%
1824,261,9,4,January,2025,1/30/2025,88%
1825,261,8,5,February,2025,2/28/2025,80%
1826,261,4,6,March,2025,3/30/2025,91%
1827,261,7,7,April,2025,4/30/2025,86%
1828,262,7,1,September,2025,9/30/2024,94%
1829,262,1,2,October,2025,10/30/2024,88%
1830,262,9,3,November,2025,11/30/2024,85%
1831,262,3,4,January,2025,1/30/2025,82%
1832,262,1,5,February,2025,2/28/2025,93%
1833,262,9,6,March,2025,3/30/2025,83%
1834,262,7,7,April,2025,4/30/2025,82%
1835,263,5,1,September,2025,9/30/2024,86%
1836,263,8,2,October,2025,10/30/2024,85%
1837,263,9,3,November,2025,11/30/2024,94%
1838,263,2,4,January,2025,1/30/2025,76%
1839,263,4,5,February,2025,2/28/2025,76%
1840,263,5,6,March,2025,3/30/2025,87%
1841,263,8,7,April,2025,4/30/2025,95%
1842,264,5,1,September,2025,9/30/2024,93%
1843,264,5,2,October,2025,10/30/2024,77%
1844,264,6,3,November,2025,11/30/2024,81%
1845,264,2,4,January,2025,1/30/2025,84%
1846,264,1,5,February,2025,2/28/2025,77%
1847,264,2,6,March,2025,3/30/2025,77%
1848,264,9,7,April,2025,4/30/2025,79%
1849,265,6,1,September,2025,9/30/2024,86%
1850,265,2,2,October,2025,10/30/2024,79%
1851,265,7,3,November,2025,11/30/2024,76%
1852,265,8,4,January,2025,1/30/2025,88%
1853,265,7,5,February,2025,2/28/2025,79%
1854,265,9,6,March,2025,3/30/2025,94%
1855,265,4,7,April,2025,4/30/2025,93%
1856,266,7,1,September,2025,9/30/2024,85%
1857,266,9,2,October,2025,10/30/2024,75%
1858,266,4,3,November,2025,11/30/2024,81%
1859,266,9,4,January,2025,1/30/2025,88%
1860,266,7,5,February,2025,2/28/2025,81%
1861,266,3,6,March,2025,3/30/2025,90%
1862,266,4,7,April,2025,4/30/2025,89%
1863,267,3,1,September,2025,9/30/2024,79%
1864,267,9,2,October,2025,10/30/2024,76%
1865,267,3,3,November,2025,11/30/2024,90%
1866,267,5,4,January,2025,1/30/2025,85%
1867,267,7,5,February,2025,2/28/2025,75%
1868,267,3,6,March,2025,3/30/2025,90%
1869,267,2,7,April,2025,4/30/2025,95%
1870,268,4,1,September,2025,9/30/2024,76%
1871,268,1,2,October,2025,10/30/2024,79%
1872,268,2,3,November,2025,11/30/2024,86%
1873,268,5,4,January,2025,1/30/2025,75%
1874,268,2,5,February,2025,2/28/2025,85%
1875,268,6,6,March,2025,3/30/2025,83%
1876,268,9,7,April,2025,4/30/2025,80%
1877,269,5,1,September,2025,9/30/2024,95%
1878,269,8,2,October,2025,10/30/2024,83%
1879,269,1,3,November,2025,11/30/2024,76%
1880,269,8,4,January,2025,1/30/2025,90%
1881,269,1,5,February,2025,2/28/2025,79%
1882,269,3,6,March,2025,3/30/2025,81%
1883,269,6,7,April,2025,4/30/2025,81%
1884,270,2,1,September,2025,9/30/2024,77%
1885,270,1,2,October,2025,10/30/2024,93%
1886,270,1,3,November,2025,11/30/2024,77%
1887,270,3,4,January,2025,1/30/2025,86%
1888,270,3,5,February,2025,2/28/2025,79%
1889,270,9,6,March,2025,3/30/2025,89%
1890,270,6,7,April,2025,4/30/2025,94%
1891,271,7,1,September,2025,9/30/2024,80%
1892,271,8,2,October,2025,10/30/2024,85%
1893,271,6,3,November,2025,11/30/2024,92%
1894,271,1,4,January,2025,1/30/2025,75%
1895,271,9,5,February,2025,2/28/2025,95%
1896,271,4,6,March,2025,3/30/2025,79%
1897,271,9,7,April,2025,4/30/2025,94%
1898,272,7,1,September,2025,9/30/2024,85%
1899,272,9,2,October,2025,10/30/2024,92%
1900,272,1,3,November,2025,11/30/2024,81%
1901,272,1,4,January,2025,1/30/2025,80%
1902,272,8,5,February,2025,2/28/2025,81%
1903,272,7,6,March,2025,3/30/2025,86%
1904,272,9,7,April,2025,4/30/2025,88%
1905,273,6,1,September,2025,9/30/2024,85%
1906,273,4,2,October,2025,10/30/2024,88%
1907,273,6,3,November,2025,11/30/2024,88%
1908,273,3,4,January,2025,1/30/2025,95%
1909,273,6,5,February,2025,2/28/2025,85%
1910,273,3,6,March,2025,3/30/2025,77%
1911,273,2,7,April,2025,4/30/2025,84%
1912,274,1,1,September,2025,9/30/2024,80%
1913,274,3,2,October,2025,10/30/2024,75%
1914,274,5,3,November,2025,11/30/2024,92%
1915,274,9,4,January,2025,1/30/2025,95%
1916,274,5,5,February,2025,2/28/2025,82%
1917,274,3,6,March,2025,3/30/2025,75%
1918,274,8,7,April,2025,4/30/2025,81%
1919,275,1,1,September,2025,9/30/2024,75%
1920,275,1,2,October,2025,10/30/2024,85%
1921,275,3,3,November,2025,11/30/2024,84%
1922,275,4,4,January,2025,1/30/2025,85%
1923,275,9,5,February,2025,2/28/2025,90%
1924,275,4,6,March,2025,3/30/2025,94%
1925,275,7,7,April,2025,4/30/2025,80%
1926,276,8,1,September,2025,9/30/2024,95%
1927,276,9,2,October,2025,10/30/2024,91%
1928,276,4,3,November,2025,11/30/2024,92%
1929,276,6,4,January,2025,1/30/2025,83%
1930,276,8,5,February,2025,2/28/2025,87%
1931,276,6,6,March,2025,3/30/2025,95%
1932,276,1,7,April,2025,4/30/2025,92%
1933,277,9,1,September,2025,9/30/2024,82%
1934,277,4,2,October,2025,10/30/2024,93%
1935,277,1,3,November,2025,11/30/2024,76%
1936,277,2,4,January,2025,1/30/2025,78%
1937,277,3,5,February,2025,2/28/2025,82%
1938,277,1,6,March,2025,3/30/2025,76%
1939,277,5,7,April,2025,4/30/2025,88%
1940,278,2,1,September,2025,9/30/2024,90%
1941,278,2,2,October,2025,10/30/2024,93%
1942,278,1,3,November,2025,11/30/2024,80%
1943,278,2,4,January,2025,1/30/2025,80%
1944,278,2,5,February,2025,2/28/2025,95%
1945,278,3,6,March,2025,3/30/2025,85%
1946,278,8,7,April,2025,4/30/2025,86%
1947,279,2,1,September,2025,9/30/2024,77%
1948,279,7,2,October,2025,10/30/2024,76%
1949,279,5,3,November,2025,11/30/2024,85%
1950,279,5,4,January,2025,1/30/2025,94%
1951,279,5,5,February,2025,2/28/2025,89%
1952,279,6,6,March,2025,3/30/2025,76%
1953,279,6,7,April,2025,4/30/2025,76%
1954,280,9,1,September,2025,9/30/2024,90%
1955,280,8,2,October,2025,10/30/2024,76%
1956,280,6,3,November,2025,11/30/2024,93%
1957,280,2,4,January,2025,1/30/2025,86%
1958,280,8,5,February,2025,2/28/2025,93%
1959,280,2,6,March,2025,3/30/2025,79%
1960,280,9,7,April,2025,4/30/2025,93%
1961,281,1,1,September,2025,9/30/2024,86%
1962,281,9,2,October,2025,10/30/2024,94%
1963,281,8,3,November,2025,11/30/2024,88%
1964,281,1,4,January,2025,1/30/2025,78%
1965,281,8,5,February,2025,2/28/2025,80%
1966,281,1,6,March,2025,3/30/2025,78%
1967,281,7,7,April,2025,4/30/2025,78%
1968,282,5,1,September,2025,9/30/2024,79%
1969,282,8,2,October,2025,10/30/2024,86%
1970,282,1,3,November,2025,11/30/2024,82%
1971,282,3,4,January,2025,1/30/2025,89%
1972,282,9,5,February,2025,2/28/2025,82%
1973,282,9,6,March,2025,3/30/2025,88%
1974,282,1,7,April,2025,4/30/2025,86%
1975,283,7,1,September,2025,9/30/2024,88%
1976,283,3,2,October,2025,10/30/2024,86%
1977,283,3,3,November,2025,11/30/2024,81%
1978,283,6,4,January,2025,1/30/2025,79%
1979,283,6,5,February,2025,2/28/2025,76%
1980,283,9,6,March,2025,3/30/2025,86%
1981,283,3,7,April,2025,4/30/2025,86%
1982,284,1,1,September,2025,9/30/2024,90%
1983,284,1,2,October,2025,10/30/2024,84%
1984,284,5,3,November,2025,11/30/2024,82%
1985,284,1,4,January,2025,1/30/2025,79%
1986,284,3,5,February,2025,2/28/2025,77%
1987,284,5,6,March,2025,3/30/2025,92%
1988,284,9,7,April,2025,4/30/2025,91%
1989,285,9,1,September,2025,9/30/2024,81%
1990,285,7,2,October,2025,10/30/2024,88%
1991,285,2,3,November,2025,11/30/2024,79%
1992,285,1,4,January,2025,1/30/2025,79%
1993,285,4,5,February,2025,2/28/2025,80%
1994,285,4,6,March,2025,3/30/2025,75%
1995,285,1,7,April,2025,4/30/2025,85%
1996,286,9,1,September,2025,9/30/2024,87%
1997,286,8,2,October,2025,10/30/2024,85%
1998,286,4,3,November,2025,11/30/2024,76%
1999,286,4,4,January,2025,1/30/2025,91%
2000,286,5,5,February,2025,2/28/2025,93%
2001,286,5,6,March,2025,3/30/2025,78%
2002,286,4,7,April,2025,4/30/2025,82%
2003,287,2,1,September,2025,9/30/2024,93%
2004,287,2,2,October,2025,10/30/2024,93%
2005,287,7,3,November,2025,11/30/2024,77%
2006,287,4,4,January,2025,1/30/2025,93%
2007,287,5,5,February,2025,2/28/2025,77%
2008,287,4,6,March,2025,3/30/2025,94%
2009,287,9,7,April,2025,4/30/2025,75%
2010,288,9,1,September,2025,9/30/2024,88%
2011,288,9,2,October,2025,10/30/2024,75%
2012,288,3,3,November,2025,11/30/2024,75%
2013,288,5,4,January,2025,1/30/2025,83%
2014,288,8,5,February,2025,2/28/2025,87%
2015,288,2,6,March,2025,3/30/2025,75%
2016,288,7,7,April,2025,4/30/2025,93%
2017,289,7,1,September,2025,9/30/2024,78%
2018,289,4,2,October,2025,10/30/2024,76%
2019,289,2,3,November,2025,11/30/2024,79%
2020,289,3,4,January,2025,1/30/2025,87%
2021,289,8,5,February,2025,2/28/2025,80%
2022,289,3,6,March,2025,3/30/2025,78%
2023,289,7,7,April,2025,4/30/2025,78%
2024,290,2,1,September,2025,9/30/2024,76%
2025,290,9,2,October,2025,10/30/2024,92%
2026,290,1,3,November,2025,11/30/2024,94%
2027,290,4,4,January,2025,1/30/2025,91%
2028,290,8,5,February,2025,2/28/2025,95%
2029,290,2,6,March,2025,3/30/2025,92%
2030,290,1,7,April,2025,4/30/2025,83%
2031,291,7,1,September,2025,9/30/2024,80%
2032,291,3,2,October,2025,10/30/2024,77%
2033,291,7,3,November,2025,11/30/2024,81%
2034,291,5,4,January,2025,1/30/2025,81%
2035,291,5,5,February,2025,2/28/2025,88%
2036,291,9,6,March,2025,3/30/2025,87%
2037,291,1,7,April,2025,4/30/2025,76%
2038,292,3,1,September,2025,9/30/2024,76%
2039,292,9,2,October,2025,10/30/2024,87%
2040,292,2,3,November,2025,11/30/2024,93%
2041,292,9,4,January,2025,1/30/2025,88%
2042,292,9,5,February,2025,2/28/2025,77%
2043,292,3,6,March,2025,3/30/2025,77%
2044,292,3,7,April,2025,4/30/2025,89%
2045,293,9,1,September,2025,9/30/2024,92%
2046,293,9,2,October,2025,10/30/2024,81%
2047,293,6,3,November,2025,11/30/2024,93%
2048,293,3,4,January,2025,1/30/2025,81%
2049,293,2,5,February,2025,2/28/2025,91%
2050,293,7,6,March,2025,3/30/2025,93%
2051,293,7,7,April,2025,4/30/2025,88%
2052,294,5,1,September,2025,9/30/2024,75%
2053,294,2,2,October,2025,10/30/2024,75%
2054,294,9,3,November,2025,11/30/2024,92%
2055,294,7,4,January,2025,1/30/2025,79%
2056,294,7,5,February,2025,2/28/2025,87%
2057,294,9,6,March,2025,3/30/2025,85%
2058,294,8,7,April,2025,4/30/2025,86%
2059,295,8,1,September,2025,9/30/2024,80%
2060,295,5,2,October,2025,10/30/2024,93%
2061,295,6,3,November,2025,11/30/2024,80%
2062,295,9,4,January,2025,1/30/2025,95%
2063,295,4,5,February,2025,2/28/2025,75%
2064,295,2,6,March,2025,3/30/2025,75%
2065,295,6,7,April,2025,4/30/2025,79%
2066,296,8,1,September,2025,9/30/2024,80%
2067,296,5,2,October,2025,10/30/2024,87%
2068,296,6,3,November,2025,11/30/2024,86%
2069,296,4,4,January,2025,1/30/2025,94%
2070,296,1,5,February,2025,2/28/2025,95%
2071,296,3,6,March,2025,3/30/2025,76%
2072,296,2,7,April,2025,4/30/2025,83%
2073,297,6,1,September,2025,9/30/2024,93%
2074,297,6,2,October,2025,10/30/2024,82%
2075,297,1,3,November,2025,11/30/2024,91%
2076,297,1,4,January,2025,1/30/2025,92%
2077,297,1,5,February,2025,2/28/2025,94%
2078,297,4,6,March,2025,3/30/2025,83%
2079,297,4,7,April,2025,4/30/2025,86%
2080,298,5,1,September,2025,9/30/2024,94%
2081,298,3,2,October,2025,10/30/2024,82%
2082,298,9,3,November,2025,11/30/2024,82%
2083,298,4,4,January,2025,1/30/2025,79%
2084,298,4,5,February,2025,2/28/2025,83%
2085,298,1,6,March,2025,3/30/2025,81%
2086,298,7,7,April,2025,4/30/2025,85%
2087,299,4,1,September,2025,9/30/2024,88%
2088,299,9,2,October,2025,10/30/2024,93%
2089,299,6,3,November,2025,11/30/2024,79%
2090,299,6,4,January,2025,1/30/2025,94%
2091,299,8,5,February,2025,2/28/2025,92%
2092,299,8,6,March,2025,3/30/2025,75%
2093,299,1,7,April,2025,4/30/2025,94%
2094,300,7,1,September,2025,9/30/2024,89%
2095,300,8,2,October,2025,10/30/2024,95%
2096,300,8,3,November,2025,11/30/2024,89%
2097,300,6,4,January,2025,1/30/2025,92%
2098,300,4,5,February,2025,2/28/2025,85%
2099,300,2,6,March,2025,3/30/2025,95%
2100,300,8,7,April,2025,4/30/2025,85%
2101,301,4,1,September,2025,9/30/2024,89%
2102,301,2,2,October,2025,10/30/2024,84%
2103,301,6,3,November,2025,11/30/2024,89%
2104,301,2,4,January,2025,1/30/2025,76%
2105,301,5,5,February,2025,2/28/2025,84%
2106,301,1,6,March,2025,3/30/2025,93%
2107,301,9,7,April,2025,4/30/2025,94%
2108,302,5,1,September,2025,9/30/2024,82%
2109,302,5,2,October,2025,10/30/2024,75%
2110,302,1,3,November,2025,11/30/2024,90%
2111,302,3,4,January,2025,1/30/2025,90%
2112,302,3,5,February,2025,2/28/2025,93%
2113,302,5,6,March,2025,3/30/2025,95%
2114,302,7,7,April,2025,4/30/2025,93%
2115,303,6,1,September,2025,9/30/2024,89%
2116,303,4,2,October,2025,10/30/2024,92%
2117,303,3,3,November,2025,11/30/2024,79%
2118,303,3,4,January,2025,1/30/2025,78%
2119,303,7,5,February,2025,2/28/2025,94%
2120,303,8,6,March,2025,3/30/2025,75%
2121,303,6,7,April,2025,4/30/2025,89%
2122,304,7,1,September,2025,9/30/2024,88%
2123,304,5,2,October,2025,10/30/2024,88%
2124,304,7,3,November,2025,11/30/2024,85%
2125,304,3,4,January,2025,1/30/2025,75%
2126,304,4,5,February,2025,2/28/2025,77%
2127,304,2,6,March,2025,3/30/2025,82%
2128,304,5,7,April,2025,4/30/2025,84%
2129,305,6,1,September,2025,9/30/2024,95%
2130,305,2,2,October,2025,10/30/2024,77%
2131,305,1,3,November,2025,11/30/2024,82%
2132,305,2,4,January,2025,1/30/2025,83%
2133,305,7,5,February,2025,2/28/2025,92%
2134,305,8,6,March,2025,3/30/2025,76%
2135,305,7,7,April,2025,4/30/2025,95%
2136,306,3,1,September,2025,9/30/2024,80%
2137,306,4,2,October,2025,10/30/2024,94%
2138,306,8,3,November,2025,11/30/2024,87%
2139,306,1,4,January,2025,1/30/2025,89%
2140,306,1,5,February,2025,2/28/2025,89%
2141,306,1,6,March,2025,3/30/2025,89%
2142,306,5,7,April,2025,4/30/2025,92%
2143,307,5,1,September,2025,9/30/2024,95%
2144,307,2,2,October,2025,10/30/2024,79%
2145,307,7,3,November,2025,11/30/2024,79%
2146,307,9,4,January,2025,1/30/2025,80%
2147,307,4,5,February,2025,2/28/2025,93%
2148,307,5,6,March,2025,3/30/2025,83%
2149,307,1,7,April,2025,4/30/2025,92%
2150,308,7,1,September,2025,9/30/2024,76%
2151,308,8,2,October,2025,10/30/2024,81%
2152,308,7,3,November,2025,11/30/2024,89%
2153,308,7,4,January,2025,1/30/2025,81%
2154,308,9,5,February,2025,2/28/2025,80%
2155,308,1,6,March,2025,3/30/2025,79%
2156,308,8,7,April,2025,4/30/2025,78%
2157,309,9,1,September,2025,9/30/2024,80%
2158,309,1,2,October,2025,10/30/2024,77%
2159,309,6,3,November,2025,11/30/2024,87%
2160,309,7,4,January,2025,1/30/2025,91%
2161,309,6,5,February,2025,2/28/2025,76%
2162,309,3,6,March,2025,3/30/2025,80%
2163,309,6,7,April,2025,4/30/2025,93%
2164,310,4,1,September,2025,9/30/2024,94%
2165,310,4,2,October,2025,10/30/2024,80%
2166,310,6,3,November,2025,11/30/2024,88%
2167,310,7,4,January,2025,1/30/2025,75%
2168,310,5,5,February,2025,2/28/2025,90%
2169,310,8,6,March,2025,3/30/2025,90%
2170,310,6,7,April,2025,4/30/2025,84%
2171,311,3,1,September,2025,9/30/2024,95%
2172,311,1,2,October,2025,10/30/2024,76%
2173,311,7,3,November,2025,11/30/2024,78%
2174,311,7,4,January,2025,1/30/2025,84%
2175,311,7,5,February,2025,2/28/2025,84%
2176,311,5,6,March,2025,3/30/2025,90%
2177,311,7,7,April,2025,4/30/2025,90%
2178,312,1,1,September,2025,9/30/2024,77%
2179,312,8,2,October,2025,10/30/2024,91%
2180,312,5,3,November,2025,11/30/2024,80%
2181,312,5,4,January,2025,1/30/2025,77%
2182,312,9,5,February,2025,2/28/2025,93%
2183,312,9,6,March,2025,3/30/2025,85%
2184,312,6,7,April,2025,4/30/2025,90%
2185,313,3,1,September,2025,9/30/2024,89%
2186,313,6,2,October,2025,10/30/2024,92%
2187,313,7,3,November,2025,11/30/2024,82%
2188,313,5,4,January,2025,1/30/2025,81%
2189,313,3,5,February,2025,2/28/2025,86%
2190,313,8,6,March,2025,3/30/2025,88%
2191,313,1,7,April,2025,4/30/2025,77%
2192,314,9,1,September,2025,9/30/2024,92%
2193,314,9,2,October,2025,10/30/2024,80%
2194,314,5,3,November,2025,11/30/2024,90%
2195,314,7,4,January,2025,1/30/2025,82%
2196,314,3,5,February,2025,2/28/2025,81%
2197,314,2,6,March,2025,3/30/2025,93%
2198,314,4,7,April,2025,4/30/2025,94%
2199,315,4,1,September,2025,9/30/2024,89%
2200,315,7,2,October,2025,10/30/2024,83%
2201,315,2,3,November,2025,11/30/2024,81%
2202,315,7,4,January,2025,1/30/2025,81%
2203,315,8,5,February,2025,2/28/2025,77%
2204,315,1,6,March,2025,3/30/2025,86%
2205,315,5,7,April,2025,4/30/2025,82%
2206,316,3,1,September,2025,9/30/2024,89%
2207,316,9,2,October,2025,10/30/2024,88%
2208,316,3,3,November,2025,11/30/2024,82%
2209,316,2,4,January,2025,1/30/2025,92%
2210,316,5,5,February,2025,2/28/2025,78%
2211,316,2,6,March,2025,3/30/2025,90%
2212,316,9,7,April,2025,4/30/2025,93%
2213,317,2,1,September,2025,9/30/2024,86%
2214,317,5,2,October,2025,10/30/2024,92%
2215,317,8,3,November,2025,11/30/2024,90%
2216,317,8,4,January,2025,1/30/2025,85%
2217,317,5,5,February,2025,2/28/2025,81%
2218,317,3,6,March,2025,3/30/2025,81%
2219,317,9,7,April,2025,4/30/2025,90%
2220,318,7,1,September,2025,9/30/2024,84%
2221,318,7,2,October,2025,10/30/2024,93%
2222,318,7,3,November,2025,11/30/2024,76%
2223,318,2,4,January,2025,1/30/2025,76%
2224,318,7,5,February,2025,2/28/2025,89%
2225,318,6,6,March,2025,3/30/2025,85%
2226,318,4,7,April,2025,4/30/2025,88%
2227,319,1,1,September,2025,9/30/2024,82%
2228,319,7,2,October,2025,10/30/2024,94%
2229,319,9,3,November,2025,11/30/2024,94%
2230,319,5,4,January,2025,1/30/2025,83%
2231,319,9,5,February,2025,2/28/2025,78%
2232,319,7,6,March,2025,3/30/2025,87%
2233,319,3,7,April,2025,4/30/2025,78%
2234,320,1,1,September,2025,9/30/2024,77%
2235,320,8,2,October,2025,10/30/2024,75%
2236,320,3,3,November,2025,11/30/2024,87%
2237,320,6,4,January,2025,1/30/2025,83%
2238,320,5,5,February,2025,2/28/2025,92%
2239,320,7,6,March,2025,3/30/2025,77%
2240,320,4,7,April,2025,4/30/2025,84%
2241,321,3,1,September,2025,9/30/2024,81%
2242,321,5,2,October,2025,10/30/2024,85%
2243,321,7,3,November,2025,11/30/2024,76%
2244,321,1,4,January,2025,1/30/2025,81%
2245,321,2,5,February,2025,2/28/2025,87%
2246,321,7,6,March,2025,3/30/2025,89%
2247,321,3,7,April,2025,4/30/2025,87%
2248,322,5,1,September,2025,9/30/2024,93%
2249,322,2,2,October,2025,10/30/2024,85%
2250,322,6,3,November,2025,11/30/2024,78%
2251,322,7,4,January,2025,1/30/2025,87%
2252,322,5,5,February,2025,2/28/2025,80%
2253,322,6,6,March,2025,3/30/2025,82%
2254,322,8,7,April,2025,4/30/2025,94%
2255,323,3,1,September,2025,9/30/2024,89%
2256,323,7,2,October,2025,10/30/2024,78%
2257,323,5,3,November,2025,11/30/2024,93%
2258,323,8,4,January,2025,1/30/2025,85%
2259,323,9,5,February,2025,2/28/2025,87%
2260,323,2,6,March,2025,3/30/2025,93%
2261,323,2,7,April,2025,4/30/2025,90%
2262,324,6,1,September,2025,9/30/2024,95%
2263,324,8,2,October,2025,10/30/2024,79%
2264,324,7,3,November,2025,11/30/2024,77%
2265,324,1,4,January,2025,1/30/2025,92%
2266,324,6,5,February,2025,2/28/2025,80%
2267,324,7,6,March,2025,3/30/2025,84%
2268,324,9,7,April,2025,4/30/2025,93%
2269,325,8,1,September,2025,9/30/2024,80%
2270,325,7,2,October,2025,10/30/2024,94%
2271,325,8,3,November,2025,11/30/2024,94%
2272,325,1,4,January,2025,1/30/2025,93%
2273,325,8,5,February,2025,2/28/2025,79%
2274,325,2,6,March,2025,3/30/2025,85%
2275,325,7,7,April,2025,4/30/2025,95%
2276,326,4,1,September,2025,9/30/2024,95%
2277,326,4,2,October,2025,10/30/2024,84%
2278,326,3,3,November,2025,11/30/2024,81%
2279,326,6,4,January,2025,1/30/2025,80%
2280,326,2,5,February,2025,2/28/2025,93%
2281,326,7,6,March,2025,3/30/2025,85%
2282,326,1,7,April,2025,4/30/2025,86%
2283,327,6,1,September,2025,9/30/2024,93%
2284,327,5,2,October,2025,10/30/2024,82%
2285,327,6,3,November,2025,11/30/2024,89%
2286,327,5,4,January,2025,1/30/2025,83%
2287,327,2,5,February,2025,2/28/2025,94%
2288,327,2,6,March,2025,3/30/2025,91%
2289,327,4,7,April,2025,4/30/2025,84%
2290,328,2,1,September,2025,9/30/2024,81%
2291,328,3,2,October,2025,10/30/2024,94%
2292,328,3,3,November,2025,11/30/2024,79%
2293,328,6,4,January,2025,1/30/2025,93%
2294,328,4,5,February,2025,2/28/2025,84%
2295,328,4,6,March,2025,3/30/2025,77%
2296,328,7,7,April,2025,4/30/2025,82%
2297,329,7,1,September,2025,9/30/2024,79%
2298,329,6,2,October,2025,10/30/2024,81%
2299,329,2,3,November,2025,11/30/2024,81%
2300,329,1,4,January,2025,1/30/2025,82%
2301,329,6,5,February,2025,2/28/2025,93%
2302,329,4,6,March,2025,3/30/2025,90%
2303,329,3,7,April,2025,4/30/2025,76%
2304,330,5,1,September,2025,9/30/2024,94%
2305,330,9,2,October,2025,10/30/2024,85%
2306,330,6,3,November,2025,11/30/2024,79%
2307,330,5,4,January,2025,1/30/2025,92%
2308,330,2,5,February,2025,2/28/2025,83%
2309,330,6,6,March,2025,3/30/2025,90%
2310,330,8,7,April,2025,4/30/2025,93%
2311,331,6,1,September,2025,9/30/2024,77%
2312,331,4,2,October,2025,10/30/2024,84%
2313,331,9,3,November,2025,11/30/2024,91%
2314,331,3,4,January,2025,1/30/2025,94%
2315,331,1,5,February,2025,2/28/2025,79%
2316,331,4,6,March,2025,3/30/2025,76%
2317,331,2,7,April,2025,4/30/2025,90%
2318,332,8,1,September,2025,9/30/2024,84%
2319,332,1,2,October,2025,10/30/2024,83%
2320,332,4,3,November,2025,11/30/2024,77%
2321,332,5,4,January,2025,1/30/2025,75%
2322,332,9,5,February,2025,2/28/2025,84%
2323,332,9,6,March,2025,3/30/2025,91%
2324,332,6,7,April,2025,4/30/2025,76%
2325,333,5,1,September,2025,9/30/2024,76%
2326,333,4,2,October,2025,10/30/2024,89%
2327,333,7,3,November,2025,11/30/2024,87%
2328,333,6,4,January,2025,1/30/2025,94%
2329,333,9,5,February,2025,2/28/2025,95%
2330,333,9,6,March,2025,3/30/2025,88%
2331,333,2,7,April,2025,4/30/2025,87%
2332,334,1,1,September,2025,9/30/2024,92%
2333,334,6,2,October,2025,10/30/2024,87%
2334,334,6,3,November,2025,11/30/2024,87%
2335,334,6,4,January,2025,1/30/2025,82%
2336,334,8,5,February,2025,2/28/2025,92%
2337,334,1,6,March,2025,3/30/2025,81%
2338,334,6,7,April,2025,4/30/2025,85%
2339,335,6,1,September,2025,9/30/2024,93%
2340,335,5,2,October,2025,10/30/2024,84%
2341,335,7,3,November,2025,11/30/2024,82%
2342,335,3,4,January,2025,1/30/2025,84%
2343,335,8,5,February,2025,2/28/2025,88%
2344,335,6,6,March,2025,3/30/2025,80%
2345,335,8,7,April,2025,4/30/2025,89%
2346,336,8,1,September,2025,9/30/2024,75%
2347,336,5,2,October,2025,10/30/2024,77%
2348,336,2,3,November,2025,11/30/2024,76%
2349,336,8,4,January,2025,1/30/2025,84%
2350,336,5,5,February,2025,2/28/2025,75%
2351,336,8,6,March,2025,3/30/2025,82%
2352,336,3,7,April,2025,4/30/2025,92%
2353,337,5,1,September,2025,9/30/2024,87%
2354,337,7,2,October,2025,10/30/2024,83%
2355,337,7,3,November,2025,11/30/2024,90%
2356,337,6,4,January,2025,1/30/2025,92%
2357,337,6,5,February,2025,2/28/2025,91%
2358,337,8,6,March,2025,3/30/2025,90%
2359,337,9,7,April,2025,4/30/2025,86%
2360,338,2,1,September,2025,9/30/2024,90%
2361,338,2,2,October,2025,10/30/2024,79%
2362,338,2,3,November,2025,11/30/2024,75%
2363,338,3,4,January,2025,1/30/2025,92%
2364,338,4,5,February,2025,2/28/2025,83%
2365,338,7,6,March,2025,3/30/2025,94%
